district_label_post,report_year,title,fund_source,award_date,start_date,completion_date,,,district_label_post_agg,award_date_txt,start_date_txt,completion_date_txt
Ahafo Ano South District Assembly,2013,53. INSTALLATION OF LIBRARY MGT SOFTWARE,other/unknown,9/14/2010,9/14/2010,,,,Ahafo Ano South District Assembly,2010-09-14,2010-09-14,
Ahafo Ano South District Assembly,2013,54. CONSTRUCTION OF GARAGE FOR DA STAFF AT MANKRANSO (IGF),igf,,,,,,Ahafo Ano South District Assembly,,,
Ahafo Ano South District Assembly,2013,55. CONST OF 3NO HAND DUG WELLS AT MFAWANINTO MUAWANO & BOAKYEKROM (DDF),ddf,11/18/2010,11/18/2010,,,,Ahafo Ano South District Assembly,2010-11-18,2010-11-18,
Ahafo Ano South District Assembly,2013,56. CONST OF CULVERT ON OHIAPAE- ADIEMMRA-SABRONUM ROAD (DDF),ddf,11/18/2010,11/18/2010,,,,Ahafo Ano South District Assembly,2010-11-18,2010-11-18,
Ahafo Ano South District Assembly,2013,57. CONST OF 1NO 3 BEDROOM SEMI-DETACHED SENIOR STAFF QUARTERS AT MANKRANSO (DACF),dacf,1/26/2012,1/26/2012,,,,Ahafo Ano South District Assembly,2012-01-26,2012-01-26,
Ahafo Ano South District Assembly,2013,58. CONST OF 1NO 4 UNIT TEACHERS QUARTERS AT SABRONUM CAMP (DACF),dacf,1/26/2012,1/26/2012,,,,Ahafo Ano South District Assembly,2012-01-26,2012-01-26,
Ahafo Ano South District Assembly,2013,59. CONST OF 1NO 4 UNIT TEACHERS AT POKUASE (DACF),dacf,1/26/2012,1/26/2012,,,,Ahafo Ano South District Assembly,2012-01-26,2012-01-26,
Ahafo Ano South District Assembly,2013,60. CONST OF 12 SEATER AQUA PRIVY TOILET AT BIEMSO NO 1 (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,62. REHABILITATION OF 1NO 4 UNIT CLASSROOM BLOCK AT POTRIKROM (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,63. REHABILITATION OF 1NO 4 UNIT CLASSROOM BLOCK AT ABESEWA (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,64. SUPPLY OF 2 NO MARK II BOREHOLE HAND PUMPS DISTRICT WIDE (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,66. CONST OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE AND STORE AT NKYENSKLAHO (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,67. CONST OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE AND STORE AT BANAHENEKROM (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,68. CONST OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE AND STORE AT APONAPONSO (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,69. CONST OF 12 SEATER AQUA PRIVY TOILET AT ADADEKROM (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,70. DRILLING OF 3 NO BOREHOLES (DDF),ddf,12/4/2012,12/4/2012,,,,Ahafo Ano South District Assembly,2012-12-04,2012-12-04,
Ahafo Ano South District Assembly,2013,71. RENOVATION OF 1NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STORE AND ICT CENTRE FOR JHS AT DOMEABRA (MP/HIPC),other/unknown,9/24/2012,9/24/2012,,,,Ahafo Ano South District Assembly,2012-09-24,2012-09-24,
Ahafo Ano South District Assembly,2013,76. PAINTING OF DISTRICT ASSEMBLY BLOCK (DACF),dacf,3/19/2012,3/19/2012,,,,Ahafo Ano South District Assembly,2012-03-19,2012-03-19,
Ahafo Ano South District Assembly,2013,81. CLEARING OF REFUSE DUMP AT MANKRANSO,other/unknown,10/5/2013,10/5/2013,,,,Ahafo Ano South District Assembly,2013-10-05,2013-10-05,
Ahanta West District Assembly,2013,COMPLETION OF LIGHT INDUSTRIAL AREA AT AGONA NKWANTA 1ST PHASE,dacf,,,,,,Ahanta West District Assembly,,,
Ahanta West District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,dacf,,10/16/2012,,,,Ahanta West District Assembly,,2012-10-16,
Ahanta West District Assembly,2013,SPOT IMPROVEMENT OF SELECTED FEEDER ROADS,dacf,,,,,,Ahanta West District Assembly,,,
Ahanta West District Assembly,2013,CONSTRUCTION OF 1 NO 2 UNITS K G BLOCK WITH ANCILLARY FACIL,dacf,,10/16/2012,,,,Ahanta West District Assembly,,2012-10-16,
Ahanta West District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNITS CLASSROOM BLOCK WITH ANCILLARY FACILITIES,dacf,,10/16/2012,,,,Ahanta West District Assembly,,2012-10-16,
Ahanta West District Assembly,2013,CONSTRUCTION OF 1 NO 2 UNITS K G BLOCK WITH ANCILLARY FACILITIES,dacf,,10/16/2012,,,,Ahanta West District Assembly,,2012-10-16,
Ahanta West District Assembly,2013,CONSTRUCTION OF 1 NO CHPS COMPOUND WITH ANCILLARY FACILITIES,ddf,,10/16/2012,,,,Ahanta West District Assembly,,2012-10-16,
Ahanta West District Assembly,2013,CONSTRUCTION OF POLICE DHQ,ddf,,Aug-13,,,,Ahanta West District Assembly,,2013-08-01,
Ahanta West District Assembly,2013,CONSTRUCTION OF SLAUGHTER HOUSE,ddf,,9/5/2013,,,,Ahanta West District Assembly,,2013-09-05,
Ahanta West District Assembly,2013,CONSTRUCTION OF MOTHERS HOSTEL,ddf,,9/5/2013,,,,Ahanta West District Assembly,,2013-09-05,
Ahanta West District Assembly,2013,CONSTRUCTION OF 2NO 40 MARKET STALLS,ddf,,9/5/2013,,,,Ahanta West District Assembly,,2013-09-05,
Ahanta West District Assembly,2013,DRILLING OF 11NO BORE HOLES,other gog,,,,,,Ahanta West District Assembly,,,
Ahanta West District Assembly,2013,DRILLING OF 6NO BORE HOLES,other gog,,Jul-12,,,,Ahanta West District Assembly,,2012-07-01,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 14 NO 6 SEATER KVIP LATRINE,other/unknown,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 30 MKT STORES AT BAA AND URINAL AT KOKOBEN,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT OWOMASE DENKYIRA FR (4.5KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT OWOMASE DENKYIRA FR (4.5KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 25 MARKET STORES AND URINAL AT ENYAN MAIM,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 2 NO DURBAR GROUND URINALS AT KROMAIM AND BREWORA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO OPEN SHED AND CONCRETING OF COMPOUND AND URINAL AT ABAASA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK 4 SEATER KVIP TOILET AND 2 URINALS AT ESIADO,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF ASSEMBLY OFFICE COMPLEX,dacf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 30 MKT STORES AT BAA AND URINAL AT KOBOBEN,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT AMPIAH AJUMAKO-MANDO (5.00KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT OWOMASE DENKYIRA FR (4.5KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 25 MARKET STORES AND URINAL AT ENYAN MAIM,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 2 NO DURBAR GROUND URINALS AT KROMAIM AND BREWORA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO OPEN SHED AND CONCRETING OF COMPOUND AND URINAL AT ABAASA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK 4 SEATER KVIP TOILET AND 2 URINALS AT ESIADO,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF ASSEMBLY OFFICE COMPLEX,dacf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 30 MKT STORES AT BAA AND URINAL AT KOKOBEN,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT AMPIAH AJUMAKO-MANDO (5.00KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,SPOT IMPROVEMENT AT AMPIAH OWOMASE-DENKYIRA FR (4.5KM),ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 25 MARKET STORES AND URINAL AT ENYAN MAIM,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 2 NO DURBAR GROUND URINALS AT KROMAIM AND BREWORA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO OPEN SHED AND CONCRETING OF COMPOUND AND URINAL AT ABAASA,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Ajumako/Enyan/Essiam District Assembly,2013,CONSTRUCTION OF 1 NO 3 UNIT CLASSROOM BLOCK 4 SEATER KVIP TOILET AND 2 URINALS AT ESIADO,ddf,,,,,,Ajumako/Enyan/Essiam District Assembly,,,
Akatsi North District Assembly,2013,REHABILITATION OF ROADS,dacf,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,COMPLETE 1 NO LIBRARY AND COMPUTER LAB AT KPEDUHOE,ddf,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF 3 NO SEMI DETACHED BUNGALOWS FOR JUNIOR STAFF,other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,RENTAL OF RESIDENTIAL ACCOMMODATION FOR ASSEMBLY STAFF,other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,COMPLETION OF AVE DAKPA COMMUNITY LIBRARY FOR USE AS DA OFFICE,dacf,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF 1 NO 10  SEATER VAULT CHAMBER TOILET AT DAKPA,other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,SOLID & LIQUID WASTE MANAGEMENT AND FUMIGATION,other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,COMPLETION OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE AND STORE AT DZALELE,dacf,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF WEIGHING SHED ALTERATIONS EXTERNAL WORKS AND ELECTRICAL INSTALLATIONS AT CHPS COMPOUNDS AT DZALELE WITH MINOR REPAIRS AND EXTERNAL WORKS AT AVEVI,other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF LOCKABLE MARKET STORES AT AVE-DAKPA (PHASE 1),other/unknown,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF WAREHOUSE AT AVE-DAKPA MARKET,ddf,,,,,,Akatsi North District Assembly,,,
Akatsi North District Assembly,2013,CONSTRUCTION OF TOILET FACILITY FOR VISITORS & OVERHEAD TANK,other/unknown,,10/30/2013,,,,Akatsi North District Assembly,,2013-10-30,
Akatsi North District Assembly,2013,CONSTRUCTION OF 6 UNIT GARAGE & OPEN SHED CANTEEN,other/unknown,,11/10/2013,,,,Akatsi North District Assembly,,2013-11-10,
Akatsi North District Assembly,2013,REHABILITATION,ddf,,,,,,Akatsi North District Assembly,,,
Akatsi South District Assembly,2013,,,,,,,,Akatsi South District Assembly,,,
Akuapim North Municipal Assembly,2013,,,,,,,,Akuapim North Municipal Assembly,,,
Akuapim South District Assembly,2013,COMPLETION OF 12NO. MARKET STALLS AT AHWERASE,ddf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,COMPLETION OF 10NO. MARKET STALLS AT KITASE,ddf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,CONSTRUCTION OF 2NO. DRAINS AT ABURI,ddf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,INSTALLATION OF WATER FACILITY AT PAAKRO,dacf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,DISLODGING AND REHABILITATION OF 6NO. KVIPS IN THE DISTRICT,multiple,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,RE-ROOFING OF KITASE PRIMARY SCHOOL,dacf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,PARTITIONING OF HALLS INTO OFFICES ON THE ASSEMLBY BLOCK,dacf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,CONTINUATION OF PAAKRO JHS BLOCK,dacf,,,,,,Akuapim South District Assembly,,,
Akuapim South District Assembly,2013,RE-ROOFING OF PAAKRO R/C SCHOOL,igf,,,,,,Akuapim South District Assembly,,,
Akyemansa District Assembly,2013,"CONSTRUCTION OF 6-UNITS JHS CLASSROOM BLOCK, OFFICE & STORE WITH 4 SEATER KVIP",dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"CONSTRUCTION OF 6-UNITS JHS CLASSROOM BLOCK, OFFICE & STORE WITH 4- SEATER KVIP",dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"REHABILITATION OF 1 NO. 3 UNIT CLASSROOM BLOCK, OFFICE, STORE, STAFF COMMON ROOM, FOR ADUBIASE D/A JHS",ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CLADDING/PARTITIONING OF 1 NO. 6 UNIT PAVILION CLASSROOM BLOCK AND CONSTRUCTION OF 4-SEATER KVIP/OFFICE AND STORE FOR HUDA ISLAMIC PRIMARY SCHOOL,ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CLADDING/PARTITIONING OF 1 NO. 6 UNIT PAVILION CLASSROOM BLOCK AND CONSTRUCITON OF 4-SEATERKVIP/OFFICE AND STORE FOR OTABIL PRIMARY,ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"REHABILITATION OF 1 NO. 6 UNIT CLASSROOM, OFFICE, STORE AND 4- SEATER KVIP FOR KRANIA ISLAMIC PRIMARY SCHOOL",ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CLADDING /PARTITIONING OF 1 NO. 6 UNIT PAVILION CLASSROOM BLOCK AND CONSTRUCTION OF 4 SEATERKVIP/ OFFICE AND STORE FOR BREKU PRIMARY SCHOOL SEATERKVIP/OFFICE AND STORE FOR BREKU PRIMARY SCHOOL,ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"CONSTRUCTION OF TWO STOREY SEMI-DETACHED BUNGALOW FOR DFO, DPO,DWE AND DBO",dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"REHABILITATION OF 1 NO. 3 UNIT CLASSROOM BLOCK, OFFICE, STORE, STAFF COMMON ROOM, FOR OTWERESO ROMAN JHS",multiple,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"REHABILITATION OF 1 NO. 6 UNIT CLASSROOM. OFFICE, STORE AND 4- SEATER KVIP FOR ALBAIT ISLAMIC PRIMARY SCHOOL",ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CLADDING/ PARTITIONING OF 1 NO. 6 UNIT PAVILION CLASSROOM BLOCK AND CONSTRUCITON OF OFFICE AND STORE FOR AYIREBIPRESBY PRIMARY,ddf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"CONSTRUCTION OF 6-UNITS CLASSROOM BLOCK, HEADTEACHER'S OFFICE & STORE, STAFF COMMON ROOM & STORE AND LIBRARY",dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,"CONSTRUCTION OF 3-UNITS CLASSROOM BLOCK, HEADTEACHER'S OFFICE & STORE, STAFF COMMON ROOM & STORE AND LIBRARY CONSTRUCTION OF 12-SEATER WC TOILET",dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CONSTRUCTION OF OFFICIAL RESIDENCE FOR DCE,dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CONSTRUCTION OF OFFICIAL RESIDENCE FOR DCD,dacf,,,,,,Akyemansa District Assembly,,,
Akyemansa District Assembly,2013,CONSTRUCTION OF AREA COUNCIL OOFICE,dacf,,,,,,Akyemansa District Assembly,,,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO. 3-UNIT CLASSROOM BLOCK AND ANCILLIARY,ddf,10/29/2009,11/15/2009,,,,Amansie Central District Assembly,2009-10-29,2009-11-15,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO. 3-UNIT CLASSROOM BLOCK WITH ANCILLIARY FACILITIES,ddf,10/29/2009,11/15/2009,,,,Amansie Central District Assembly,2009-10-29,2009-11-15,
Amansie Central District Assembly,2013,CONSTRUCTION OF DISTRICT ADMINISTRATION BLOCK,dacf,1/11/2007,11/1/2007,,,,Amansie Central District Assembly,2007-01-11,2007-11-01,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCK WITH OFFICE AND STORE,dacf,12/15/2008,12/15/2008,,,,Amansie Central District Assembly,2008-12-15,2008-12-15,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 6 UNIT CLASSROOM BLOCK WITH OFFICE STORE LIBRARY AND AQUA PRIVY,getfund,9/30/2009,9/30/2009,,,,Amansie Central District Assembly,2009-09-30,2009-09-30,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCK AND TOILET,ddf,7/15/2010,7/15/2010,,,,Amansie Central District Assembly,2010-07-15,2010-07-15,
Amansie Central District Assembly,2013,CONSTRUCTION OF 2-UNIT BARRACKS TYPE ACCOMMODATION,dacf,12/28/2006,2/28/2006,,,,Amansie Central District Assembly,2006-12-28,2006-02-28,
Amansie Central District Assembly,2013,CONSTRUCTION OF 2-UNIT BARRACKS TYPE RESIDENTIAL ACCOMODATION,dacf,12/28/2006,1/19/2007,,,,Amansie Central District Assembly,2006-12-28,2007-01-19,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO.6-UNIT CLASSROOM BLOCK WITH OFFICE,STORE, LIBRARY AND AQUA PRIVY",getfund,11/27/2007,4/12/2007,,,,Amansie Central District Assembly,2007-11-27,2007-04-12,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO. 3-UNIT CLASSROOM BLOCK AND ANCILLIARY FACILITIES,dacf,12/7/2010,12/7/2010,,,,Amansie Central District Assembly,2010-12-07,2010-12-07,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 6-UNIT CLASSROOOM BLOCK 2NO.3-UNIT TOILET BLOCKS AT ATOBIASE D/A PRIMARY,getfund,8/17/2010,8/31/2010,,,,Amansie Central District Assembly,2010-08-17,2010-08-31,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO. 6-UNIT CASSROOM BLOCK WITH ANCILLARY FACILITIES,getfund,10/8/2010,10/8/2010,,,,Amansie Central District Assembly,2010-10-08,2010-10-08,
Amansie Central District Assembly,2013,CONSTRUCTION OF DINNING HALL AND KITCHEN FOR JASTECH,dacf,11/26/2010,11/26/2010,,,,Amansie Central District Assembly,2010-11-26,2010-11-26,
Amansie Central District Assembly,2013,CLADDING OF 2NO 3-UNIT CLASSROOM BLOCK WITH OFFICE AND STORE,ddf,4/24/2012,5/23/2012,,,,Amansie Central District Assembly,2012-04-24,2012-05-23,
Amansie Central District Assembly,2013,CONSTRUCTION OF 12 SEATER AQUA PRIVY TOILET FACILITY,ddf,4/24/2012,5/23/2012,,,,Amansie Central District Assembly,2012-04-24,2012-05-23,
Amansie Central District Assembly,2013,CONSTRUCTION OF 2-STOREY 32-UNIT LOCKABLE MARKET STORES,dacf,11/26/2010,12/10/2010,,,,Amansie Central District Assembly,2010-11-26,2010-12-10,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO.12- UNIT MARKET STALLS,ddf,4/24/2012,5/23/2012,,,,Amansie Central District Assembly,2012-04-24,2012-05-23,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 6-UNIT CLASSROOM BLOCK WITH ANCILIARY FACILITIES AT TEBAKROM D/A PRIM.,getfund,8/3/2012,3/22/2012,,,,Amansie Central District Assembly,2012-08-03,2012-03-22,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 6-UNIT CLASSROOM BLOCK WITH ANCILIARY FACILITIES,getfund,8/3/2012,3/22/2012,,,,Amansie Central District Assembly,2012-08-03,2012-03-22,
Amansie Central District Assembly,2013,CONSTRUCTION OF 2-STOREY 99-UNIT LOCKABLE MARKET STORES,dacf,11/26/2010,12/10/2010,,,,Amansie Central District Assembly,2010-11-26,2010-12-10,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 3 UNIT CLASSROOM BLOCK WITH 4 SEATER KVIP TOILET,ddf,4/24/2012,5/10/2012,,,,Amansie Central District Assembly,2012-04-24,2012-05-10,
Amansie Central District Assembly,2013,CONSTRUCTION OF 1NO 3-UNIT CLASSROOM BLOCK WITH ANCILIARY FACILITY,ddf,10/29/2009,11/26/2009,,,,Amansie Central District Assembly,2009-10-29,2009-11-26,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO 2-UNIT K.G BLOCK WITH OFFICE, STORE AND ANCILLIARY FACILITY",igf,11/27/2012,12/11/2012,,,,Amansie Central District Assembly,2012-11-27,2012-12-11,
Amansie Central District Assembly,2013,CONSTRUCTION AND COMPLETION OF 1NO. SEMI-DETACH BARRACKS TYPE,dacf,11/27/2012,5/23/2013,,,,Amansie Central District Assembly,2012-11-27,2013-05-23,
Amansie Central District Assembly,2013,CONSTRUCTION OF TWELEVE (12) SEATER AQUA PRIVY TOILET,ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO 3-UNIT CLASSROOM BLOCK WITH OFFICE,STORE AND ANCILIARY FACILITY",ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO 3-UNIT CLASSROOM BLOCK WITH OFFICE, STORE AND ANCILIARY FACILITY",ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie Central District Assembly,2013,CONSTRUCTION OF COMMUNITY HEALTH AND PLANNING SERVICE (CHPS) COMPOUND,ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO 3UNIT CLASSROOM BLOCK WITH OFFICE, STORE AND ANCILLARY FACILITY",ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie Central District Assembly,2013,CONSTRUCTION OF TWELVE (12) SEATER AQUA PRIVY TOILET,ddf,12/3/2013,3/28/2013,,,,Amansie Central District Assembly,2013-12-03,2013-03-28,
Amansie Central District Assembly,2013,"CONSTRUCTION OF 1NO.3-UNIT CLASSROOM BLOCK WITH OFFICE, STORE AND ANCILIARY FACILITY",ddf,3/12/2013,3/28/2013,,,,Amansie Central District Assembly,2013-03-12,2013-03-28,
Amansie West District Assembly,2013,CONSTRUCTION OF CHILDRENS WARD FOR MANSO NKWANTA HEALTH CENTER,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,DRILLING OF 2NO BOREHOLES AND MECHANIZATION FOR ABUOSO AND ODAHO RURAL CLINICS,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,DRILLING OF 10NO BOREHOLES IN SELECTED COMMUNITIES,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,CONSTRUCTION OF 3 UNIT CLASSROOM BLOCK WITH ANCILLARY FACILITIES AT MOSIKROM,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,CONSTRUCTION OF AREA COUNCIL OFFICE AT MANSO NKWANTA,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,RESHAPING OF SELECTED ROADS,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,REHABILITATION OF DISTRICT CHIEF EXECUTIVES BUNGALOW,dacf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,DRILLING OF 9NO BOREHOLES WITH INSTALLATION OF HAND PUMPS,dacf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,COMPLETION OF DDE BUNGALOW,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,CONSTRUCTION OF DHMT,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,CONSTRUCTION OF 6 UNIT CLASSROOM BLOCK,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,RENOVATION OF AREA COUNCIL,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,RENOVATION OF AREA COUNCIL,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
Amansie West District Assembly,2013,RENOVATION AREA COUNCIL,ddf,n/a,,,,,Amansie West District Assembly,n/a,,
